mode,load,0_densenet169-16,1_mobilenet_v3_small-4,2_vgg19-4
mps-uncap,0.8,29.400110244750977,7.023334503173828,7.951974868774414
mps-uncap,0.9,28.685331344604492,7.123231887817383,7.896900177001953
mps-uncap,1.0,28.12647819519043,8.21828842163086,7.905721664428711
mps-uncap,0.5,25.81167221069336,7.813692092895508,8.143424987792969
mps-uncap,0.6,26.777267456054688,7.590532302856445,7.456541061401367
mps-uncap,0.7,26.518821716308594,7.528543472290039,9.28950309753418
mps-uncap,0.1,27.260780334472656,6.971836090087891,6.959676742553711
mps-uncap,0.2,27.006864547729492,7.454633712768555,6.993770599365234
mps-uncap,0.3,27.194499969482422,9.308576583862305,7.656097412109375
mps-uncap,0.4,27.77409553527832,7.736921310424805,7.617473602294922
