mode,load,0_densenet169-16,1_mobilenet_v3_small-4,2_vgg19-4
mps-uncap,0.8,29.157042503356934,5.187273025512695,7.321596145629883
mps-uncap,0.9,46.6001033782959,7.725715637207031,12.051820755004883
mps-uncap,1.0,281.6319465637207,1663.137435913086,277.1937847137451
mps-uncap,0.5,18.396735191345215,5.211949348449707,4.280686378479004
mps-uncap,0.6,20.42245864868164,4.616737365722656,4.904747009277344
mps-uncap,0.7,24.09648895263672,4.4449567794799805,5.977153778076172
mps-uncap,0.1,23.767709732055664,5.827903747558594,3.5343170166015625
mps-uncap,0.2,22.69268035888672,6.008028984069824,3.5637617111206055
mps-uncap,0.3,18.414974212646484,5.939006805419922,3.6693811416625977
mps-uncap,0.4,18.44167709350586,5.771398544311523,3.777146339416504
