mode,load,0_resnet101-16,1_resnet101-8,2_vgg13-16
mps-uncap,0.8,251.47727882032422,128.56679229101096,1179.3605084944659
mps-uncap,0.9,284.5375103358036,133.45825627091597,1316.5434696207487
mps-uncap,1.0,324.76949235201107,167.84228003058868,1452.0014269852695
mps-uncap,0.5,153.58841608111567,76.27711206933922,735.1405390405998
mps-uncap,0.6,175.5658930025688,94.59243886958494,891.349196182808
mps-uncap,0.7,224.52622000309418,112.2672655782004,1010.9252322947209
mps-uncap,0.1,34.331018780128446,19.926392623319735,153.55535361181677
mps-uncap,0.2,66.06846936873177,29.995613545357187,293.2578843155609
mps-uncap,0.3,98.58116443796915,49.54332268171659,426.14209255914614
mps-uncap,0.4,128.76793604747007,66.43381321212944,590.8106332845156
