mode,load,0_densenet121-2,1_resnet101-8,2_squeezenet1_0-16
mps-uncap,0.8,101.65006303865749,452.03479833874786,3002.573509803271
mps-uncap,0.9,117.09193678378138,493.59028931037443,3240.8980729255295
mps-uncap,1.0,131.9734655688751,544.8617482437763,3705.154076813759
mps-uncap,0.5,65.14640376564199,278.6031746321705,1800.169639120063
mps-uncap,0.6,77.37987309322472,334.5239529148575,2156.0079554261465
mps-uncap,0.7,90.6700531468261,397.8753183792345,2565.772413701768
mps-uncap,0.1,13.846473221350557,58.491758816194704,361.2445633246991
mps-uncap,0.2,26.938762543223792,111.89464476533158,721.2044666520852
mps-uncap,0.3,39.94305146985299,177.84835998868468,1105.024734712798
mps-uncap,0.4,50.14681512059094,222.2737141100066,1430.6580476334939
