mode,load,0_densenet121-2,1_resnet101-8,2_squeezenet1_0-16
mps-uncap,0.8,15.678324699401855,15.57469367980957,4.726963043212891
mps-uncap,0.9,15.865759849548342,15.83939790725708,4.811203479766846
mps-uncap,1.0,14.558558464050293,15.817041397094725,5.041646957397461
mps-uncap,0.5,17.122375965118408,14.672241210937502,4.578814506530761
mps-uncap,0.6,15.714287757873539,14.808123111724854,4.589207172393797
mps-uncap,0.7,15.587759017944327,15.275120735168457,4.648547172546387
mps-uncap,0.1,19.528827667236328,14.24165964126587,4.291603565216064
mps-uncap,0.2,19.149649143218994,14.228534698486326,4.4267988204956055
mps-uncap,0.3,19.339551925659176,14.671874046325678,4.606008529663086
mps-uncap,0.4,19.36584711074829,14.631540775299072,4.529845714569093
