mode,load,0_densenet121-2,1_resnet101-8,2_squeezenet1_0-16
mps-uncap,0.8,14.822435379028319,14.810562133789062,4.394912719726563
mps-uncap,0.9,15.2665376663208,15.306830406188965,4.522800445556641
mps-uncap,1.0,13.810014724731445,15.45717716217041,4.791975021362305
mps-uncap,0.5,13.871359825134277,13.032484054565431,4.115962982177734
mps-uncap,0.6,13.469266891479494,13.136076927185059,4.158520698547363
mps-uncap,0.7,14.077281951904297,14.028072357177734,4.308605194091798
mps-uncap,0.1,19.074201583862305,13.894438743591309,3.2540082931518555
mps-uncap,0.2,17.79930591583252,13.401174545288086,3.6774635314941406
mps-uncap,0.3,17.885589599609375,13.74971866607666,3.9514064788818364
mps-uncap,0.4,17.125368118286133,13.644170761108398,3.961324691772461
