mode,load,0_alexnet-32,1_alexnet-32
mig,0.1,4.87828254699707,6.1959028244018555
mig,0.2,3.7529468536376953,4.631400108337402
mig,0.3,3.718852996826172,4.531145095825195
mig,0.4,3.7512779235839844,4.564762115478516
mig,0.5,3.757953643798828,4.629850387573242
mig,0.6,3.794550895690918,4.618406295776367
mig,0.7,3.833651542663574,4.761695861816406
mig,0.8,3.822922706604004,4.790306091308594
mig,0.9,3.8590431213378906,4.829883575439453
mig,1.0,3.774881362915039,4.734516143798828
