mode,load,0_mobilenet_v3_large-16,1_mobilenet_v3_large-8,2_squeezenet1_1-2
mps-uncap,0.8,25.092399120330825,27.733902931213365,10.024049282073978
mps-uncap,0.9,53.672940731048584,114.29731369018555,11.587891578674316
mps-uncap,1.0,106.96806430816646,3538.4449577331543,49.169130325317425
mps-uncap,0.5,16.247732639312762,12.181806564331046,6.977283954620376
mps-uncap,0.6,14.084744453430183,13.468337059020993,6.722116470336922
mps-uncap,0.7,15.599646568298265,16.963634490966797,6.780498027801509
mps-uncap,0.1,9.809150695800776,10.53977012634276,2.5338602066040035
mps-uncap,0.2,13.311376571655273,15.502314567565914,4.133610725402832
mps-uncap,0.3,17.11678743362427,14.819784164428697,5.89439868927004
mps-uncap,0.4,16.002831459045414,15.174751281738283,6.507329940795897
