mode,load,0_mobilenet_v3_large-16,1_mobilenet_v3_large-8,2_squeezenet1_1-2
mps-uncap,0.8,16.673803329467773,14.96615409851074,5.692434310913087
mps-uncap,0.9,36.02395057678223,65.57993888854985,7.384300231933594
mps-uncap,1.0,54.44569587707523,3344.7569847106934,30.631256103515625
mps-uncap,0.5,11.516237258911135,9.51547622680664,5.345487594604493
mps-uncap,0.6,10.385870933532715,9.172868728637695,5.053472518920899
mps-uncap,0.7,11.070871353149416,11.030101776123047,4.7619581222534215
mps-uncap,0.1,9.553527832031254,11.35244369506836,2.9795408248901367
mps-uncap,0.2,13.047075271606445,13.60137462615967,4.353857040405273
mps-uncap,0.3,13.70964050292969,12.593793869018558,4.950547218322756
mps-uncap,0.4,12.40675449371338,11.074256896972656,5.257558822631837
