mode,load,0_alexnet-16,1_inception_v3-2,2_vgg13-8
mps-uncap,0.8,2.780914306640625,11.8788480758667,5.383133888244629
mps-uncap,0.9,3.1212568283081055,17.535686492919922,5.709171295166016
mps-uncap,1.0,3.4592151641845703,20.676374435424805,6.0138702392578125
mps-uncap,0.5,1.5093088150024414,11.916160583496094,4.812717437744141
mps-uncap,0.6,1.6673803329467773,11.200666427612305,5.034208297729492
mps-uncap,0.7,2.435922622680664,11.017322540283203,5.201578140258789
mps-uncap,0.1,1.5186071395874023,11.607527732849121,4.504680633544922
mps-uncap,0.2,1.5153884887695312,11.633038520812988,4.487395286560059
mps-uncap,0.3,1.523733139038086,11.93535327911377,4.518032073974609
mps-uncap,0.4,1.4770030975341797,11.935234069824219,4.664063453674316
