mode,load,0_alexnet-16,1_inception_v3-2,2_vgg13-8
mps-uncap,0.8,0.6661415100097656,0.057697296142578125,3.279566764831543
mps-uncap,0.9,3.873586654663086,9.725451469421387,8.649349212646484
mps-uncap,1.0,29.943346977233887,141.7531967163086,98.06573390960693
mps-uncap,0.5,0.04291534423828125,0.05173683166503906,0.04649162292480469
mps-uncap,0.6,0.041961669921875,0.04887580871582031,0.0476837158203125
mps-uncap,0.7,0.04363059997558594,0.050067901611328125,1.8610954284667969
mps-uncap,0.1,0.04363059997558594,0.05519390106201172,0.050067901611328125
mps-uncap,0.2,0.040531158447265625,0.05221366882324219,0.04649162292480469
mps-uncap,0.3,0.04124641418457031,0.05638599395751953,0.0457763671875
mps-uncap,0.4,0.04291534423828125,0.053882598876953125,0.046253204345703125
