mode,load,0_alexnet-16,1_inception_v3-2,2_vgg13-8
mps-uncap,0.8,19.03439521789551,46.0157585144043,39.171090126037576
mps-uncap,0.9,62.73570299148558,163.1924748420716,81.04773521423348
mps-uncap,1.0,188.06497097015372,724.523677825928,382.2674226760861
mps-uncap,0.5,5.311863422393797,21.306252479553248,13.231840133666985
mps-uncap,0.6,7.771391868591319,22.481918334960945,14.904837608337402
mps-uncap,0.7,10.32697200775146,35.946884155273445,29.378023147582944
mps-uncap,0.1,1.3619446754455564,7.885332107543943,3.848609924316411
mps-uncap,0.2,2.0003604888916,11.678125858306885,4.894752502441404
mps-uncap,0.3,3.0698060989379883,14.197254180908185,7.600712776184081
mps-uncap,0.4,3.811054229736325,17.603912353515707,11.012351512908962
