mode,load,0_alexnet-16,1_inception_v3-2,2_vgg13-8
mps-uncap,0.8,22.405500411987383,62.9533934593199,44.77012634277336
mps-uncap,0.9,65.99001169204708,183.6173987388614,86.69435501098636
mps-uncap,1.0,191.67975902557367,745.9470558166504,388.4469008445739
mps-uncap,0.5,7.684309482574463,34.3303465843201,18.370475769042965
mps-uncap,0.6,10.80029487609864,36.10761165618899,20.222575664520225
mps-uncap,0.7,13.175401687622053,50.10225296020509,34.85266685485832
mps-uncap,0.1,4.019722938537598,19.43433761596679,8.556141853332527
mps-uncap,0.2,4.283266067504882,24.658241271972646,9.673829078674299
mps-uncap,0.3,5.693495273590112,26.28739595413204,12.383348941802966
mps-uncap,0.4,6.411373615264892,28.086004257202188,15.974473953247077
