mode,load,0_alexnet-16,1_inception_v3-2,2_vgg13-8
mps-uncap,0.8,3.736734390258789,16.255855560302734,8.523702621459961
mps-uncap,0.9,7.053136825561523,25.127172470092773,14.312744140625
mps-uncap,1.0,33.446431159973145,161.87405586242676,104.09951210021973
mps-uncap,0.5,1.9735097885131836,12.66777515411377,5.294084548950195
mps-uncap,0.6,2.707839012145996,12.422561645507812,5.603313446044922
mps-uncap,0.7,3.0918121337890625,13.214349746704102,6.974935531616211
mps-uncap,0.1,1.5673637390136719,11.739015579223633,4.567861557006836
mps-uncap,0.2,1.5654563903808594,11.864542961120605,4.561424255371094
mps-uncap,0.3,1.5799999237060547,12.0924711227417,4.748940467834473
mps-uncap,0.4,1.5653371810913086,12.363910675048828,5.13148307800293
