mode,load,0_alexnet-16,1_inception_v3-2,2_vgg13-8
mps-uncap,0.8,39.620161056518555,79.50425148010254,70.4183578491211
mps-uncap,0.9,105.48591613769531,211.7135524749756,115.62800407409668
mps-uncap,1.0,230.91983795166016,833.8418006896973,435.47868728637695
mps-uncap,0.5,14.437675476074219,43.526649475097656,30.855417251586914
mps-uncap,0.6,20.51377296447754,57.848215103149414,34.517526626586914
mps-uncap,0.7,22.70793914794922,101.97091102600098,62.63303756713867
mps-uncap,0.1,12.908458709716797,23.557424545288086,11.487007141113281
mps-uncap,0.2,8.97669792175293,27.106761932373047,14.264583587646484
mps-uncap,0.3,9.208440780639648,40.02809524536133,17.342329025268555
mps-uncap,0.4,13.37885856628418,49.42727088928223,28.35845947265625
