mode,load,0_alexnet-16,1_inception_v3-2,2_vgg13-8
mps-uncap,0.8,1.3835430145263672,4.816293716430664,4.4116973876953125
mps-uncap,0.9,1.4257431030273438,4.749536514282227,4.420280456542969
mps-uncap,1.0,1.4009475708007812,4.775285720825195,4.433870315551758
mps-uncap,0.5,1.3837814331054688,4.899024963378906,4.399776458740234
mps-uncap,0.6,1.4209747314453125,4.896402359008789,4.387140274047852
mps-uncap,0.7,1.3835430145263672,4.714488983154297,4.415988922119141
mps-uncap,0.1,1.4257431030273438,4.806280136108398,4.404544830322266
mps-uncap,0.2,1.4235973358154297,4.820346832275391,4.39453125
mps-uncap,0.3,1.4190673828125,4.851579666137695,4.389047622680664
mps-uncap,0.4,1.3883113861083984,4.730701446533203,4.395723342895508
