mode,load,0_alexnet-16,1_inception_v3-2,2_vgg13-8
mps-uncap,0.8,4.423327445983887,23.838164806365967,6.172108650207519
mps-uncap,0.9,4.548788070678711,24.767265319824226,6.3991546630859375
mps-uncap,1.0,4.50101613998413,23.374023437500004,6.543602943420409
mps-uncap,0.5,3.9603710174560547,19.132864475250244,5.925779342651366
mps-uncap,0.6,4.200272560119629,19.860172271728516,6.023268699645996
mps-uncap,0.7,4.068918228149414,22.88484573364259,6.191139221191405
mps-uncap,0.1,3.784229755401611,13.705606460571286,5.459027290344238
mps-uncap,0.2,3.9209270477294917,14.44854736328125,5.50128936767578
mps-uncap,0.3,3.991949558258061,15.749282836914062,5.65749168395996
mps-uncap,0.4,3.950986862182617,18.026723861694343,5.79591989517212
