mode,load,0_alexnet-2,1_inception_v3-16,2_squeezenet1_1-4
mps-uncap,0.8,7.973194122314453,19.069194793701172,12.006044387817383
mps-uncap,0.9,10.608911514282227,19.820213317871094,11.800765991210938
mps-uncap,1.0,8.527278900146484,24.902820587158203,13.970613479614258
mps-uncap,0.5,9.18722152709961,28.772830963134766,15.413045883178711
mps-uncap,0.6,4.099369049072266,17.46654510498047,7.454633712768555
mps-uncap,0.7,11.258602142333984,23.59938621520996,10.063648223876953
mps-uncap,0.1,8.199691772460938,22.952795028686523,6.081104278564453
mps-uncap,0.2,7.130146026611328,23.607969284057617,14.386892318725586
mps-uncap,0.3,9.487152099609375,20.406484603881836,10.557889938354492
mps-uncap,0.4,11.434316635131836,18.05901527404785,16.503095626831055
