mode,load,0_alexnet-2,1_inception_v3-16,2_squeezenet1_1-4
mps-uncap,0.8,14.958596229553235,73.63876342773463,25.61402559280395
mps-uncap,0.9,191.14150047302235,134.04284000396711,74.91104125976564
mps-uncap,1.0,824.6226620674133,6843.743216991424,5467.859914302824
mps-uncap,0.5,3.862874507904049,29.574637413025076,7.3301315307617
mps-uncap,0.6,4.521226882934566,38.73401641845694,10.569763183593748
mps-uncap,0.7,7.015669345855713,76.23087882995605,14.219069480896
mps-uncap,0.1,1.41655445098877,23.611366748809814,5.465860366821311
mps-uncap,0.2,2.320446968078609,25.02838611602785,8.255386352539062
mps-uncap,0.3,3.2546043395996134,25.88283777236934,10.101056098937988
mps-uncap,0.4,3.2777047157287593,25.89368343353271,8.042838573455812
