mode,load,0_alexnet-2,1_inception_v3-16,2_squeezenet1_1-4
mps-uncap,0.8,0.7145404815673828,8.451700210571289,1.699686050415039
mps-uncap,0.9,0.713348388671875,8.679628372192383,1.7008781433105469
mps-uncap,1.0,0.72479248046875,8.964061737060547,1.7113685607910156
mps-uncap,0.5,0.7159709930419922,8.426666259765625,1.7096996307373047
mps-uncap,0.6,0.7150173187255859,8.543729782104492,1.6922950744628906
mps-uncap,0.7,0.7171630859375,8.493423461914062,1.699686050415039
mps-uncap,0.1,0.7572174072265625,8.555173873901367,1.8575191497802734
mps-uncap,0.2,0.7479190826416016,8.507728576660156,1.7120838165283203
mps-uncap,0.3,0.7531642913818359,8.350849151611328,1.6632080078125
mps-uncap,0.4,0.7219314575195312,8.421182632446289,1.7070770263671875
