mode,load,0_alexnet-2,1_inception_v3-16,2_squeezenet1_1-4
mps-uncap,0.8,0.008821487426757812,0.0095367431640625,0.009059906005859375
mps-uncap,0.9,0.009298324584960938,0.01239776611328125,0.009298324584960938
mps-uncap,1.0,0.010728836059570312,0.013589859008789062,0.011444091796875
mps-uncap,0.5,0.008344650268554688,0.011444091796875,0.009298324584960938
mps-uncap,0.6,0.009059906005859375,0.010013580322265625,0.00858306884765625
mps-uncap,0.7,0.009059906005859375,0.0095367431640625,0.009298324584960938
mps-uncap,0.1,0.011205673217773438,0.012874603271484375,0.011920928955078125
mps-uncap,0.2,0.011205673217773438,0.011920928955078125,0.012159347534179688
mps-uncap,0.3,0.009775161743164062,0.012159347534179688,0.010728836059570312
mps-uncap,0.4,0.0095367431640625,0.011205673217773438,0.0095367431640625
