mode,load,0_alexnet-2,1_inception_v3-16,2_squeezenet1_1-4
mps-uncap,0.8,1.282334327697754,11.029815673828125,2.9067516326904306
mps-uncap,0.9,1.283884048461914,11.068987846374512,3.0171871185302734
mps-uncap,1.0,1.148223876953125,12.411808967590332,3.285646438598633
mps-uncap,0.5,1.2516975402832031,12.400913238525394,2.9954910278320312
mps-uncap,0.6,1.178741455078125,12.46795654296875,2.8378963470458984
mps-uncap,0.7,1.191854476928711,12.319278717041016,2.9099941253662114
mps-uncap,0.1,1.4786243438720703,20.770668983459473,4.133844375610352
mps-uncap,0.2,1.4362335205078125,19.99640464782715,4.091143608093262
mps-uncap,0.3,1.4379024505615234,15.801763534545897,3.9215087890625
mps-uncap,0.4,1.3642311096191406,12.851119041442871,3.456544876098633
