mode,load,0_alexnet-2,1_inception_v3-16,2_squeezenet1_1-4
mps-uncap,0.8,8.637189865112305,48.21386337280273,15.01970291137696
mps-uncap,0.9,106.1339855194092,94.4965362548828,43.520569801330566
mps-uncap,1.0,458.9283227920532,5713.4665966033945,4868.604731559753
mps-uncap,0.5,2.6571989059448247,23.2149600982666,5.613565444946289
mps-uncap,0.6,2.996206283569336,27.623510360717773,6.833314895629883
mps-uncap,0.7,3.998994827270508,42.11912155151367,9.035348892211916
mps-uncap,0.1,1.996564865112305,25.710463523864746,5.9060096740722665
mps-uncap,0.2,2.4243831634521484,26.085662841796896,7.441282272338867
mps-uncap,0.3,2.667713165283203,23.31643104553223,7.371282577514649
mps-uncap,0.4,2.5973081588745113,21.59888744354248,6.189537048339844
