mode,load,0_alexnet-2,1_inception_v3-16,2_squeezenet1_1-4
mps-uncap,0.8,26.189088821411133,142.6677703857422,44.34609413146973
mps-uncap,0.9,214.5709991455078,182.70587921142578,95.22271156311035
mps-uncap,1.0,877.0828247070312,6923.469305038452,5561.24472618103
mps-uncap,0.5,14.983892440795898,52.77895927429199,21.24500274658203
mps-uncap,0.6,12.52889633178711,71.92564010620117,21.965980529785156
mps-uncap,0.7,17.19832420349121,135.79130172729492,22.512435913085938
mps-uncap,0.1,8.226394653320312,44.603586196899414,13.235330581665039
mps-uncap,0.2,8.533477783203125,47.055721282958984,19.48094367980957
mps-uncap,0.3,9.512186050415039,59.664249420166016,22.588729858398438
mps-uncap,0.4,12.93325424194336,43.11037063598633,18.91160011291504
