mode,load,0_alexnet-2,1_inception_v3-16,2_squeezenet1_1-4
mps-uncap,0.8,0.7371902465820312,8.528709411621094,1.7223358154296875
mps-uncap,0.9,0.7402896881103516,8.761405944824219,1.733541488647461
mps-uncap,1.0,0.7421970367431641,8.990287780761719,1.7578601837158203
mps-uncap,0.5,0.7340908050537109,8.494853973388672,1.7311573028564453
mps-uncap,0.6,0.7336139678955078,8.578300476074219,1.7194747924804688
mps-uncap,0.7,0.7376670837402344,8.545398712158203,1.7266273498535156
mps-uncap,0.1,0.7739067077636719,8.999109268188477,1.8694400787353516
mps-uncap,0.2,0.7648468017578125,8.578062057495117,1.7845630645751953
mps-uncap,0.3,0.7648468017578125,8.440494537353516,1.689910888671875
mps-uncap,0.4,0.7414817810058594,8.47482681274414,1.728057861328125
