mode,load,0_alexnet-2,1_inception_v3-16,2_squeezenet1_1-4
mps-uncap,0.8,2.5227308273315443,12.967243194580083,3.855974674224853
mps-uncap,0.9,2.5832653045654297,11.972329616546629,3.83185625076294
mps-uncap,1.0,2.4812531471252437,13.240091800689695,3.6952543258666983
mps-uncap,0.5,2.2877955436706543,14.950242042541507,4.45945262908935
mps-uncap,0.6,2.3541927337646475,15.04831314086914,4.164838790893551
mps-uncap,0.7,2.391815185546875,14.823036193847656,4.004521369934086
mps-uncap,0.1,2.2260570526123047,21.60435914993286,4.425106048583985
mps-uncap,0.2,2.03330039978027,21.021995544433597,4.5259594917297346
mps-uncap,0.3,2.217597961425788,19.460957050323483,4.504151344299318
mps-uncap,0.4,2.2521018981933594,15.76046705245971,4.476490020751954
