mode,load,0_alexnet-2,1_inception_v3-16,2_squeezenet1_1-4
mps-uncap,0.8,7.567048072814941,38.0805492401123,12.731242179870605
mps-uncap,0.9,105.07626533508302,83.75821113586423,41.17443561553955
mps-uncap,1.0,457.7475309371948,5700.843811035157,4866.248869895935
mps-uncap,0.5,1.5805482864379898,13.338327407836918,3.3485889434814453
mps-uncap,0.6,1.9671916961669922,17.64822006225585,4.634380340576172
mps-uncap,0.7,2.990603446960449,31.77828788757324,6.834220886230475
mps-uncap,0.1,0.4643917083740235,8.842825889587402,2.007150650024415
mps-uncap,0.2,1.0770797729492188,11.197996139526373,3.5631656646728516
mps-uncap,0.3,1.3357162475585942,10.867500305175785,3.9902210235595703
mps-uncap,0.4,1.3920307159423824,11.293792724609377,3.4907817840576167
