mode,load,0_densenet121-2,1_efficientnet_b5-8,2_vgg19-2
mps-uncap,0.8,125.14236761554076,349.60869339005046,441.76489273590306
mps-uncap,0.9,137.49788447537048,375.1585059410396,478.0289601307408
mps-uncap,1.0,157.88182554725634,432.6186963295354,544.9019496386967
mps-uncap,0.5,76.70902330827192,222.76410356700214,271.2568960601061
mps-uncap,0.6,92.14434187257572,242.74659448192875,322.70376020070404
mps-uncap,0.7,104.13655671241038,296.8242817584011,372.3971814568851
mps-uncap,0.1,15.212396092647891,45.77075616048401,55.02992088582119
mps-uncap,0.2,31.03745453233222,88.95141256273773,108.01893841147297
mps-uncap,0.3,46.0069932486597,126.86505252757233,164.08349569707215
mps-uncap,0.4,60.664214498942165,170.40692759750098,213.73701794467493
