mode,load,0_efficientnet_b6-16,1_inception_v3-8,2_resnet18-32
mps-uncap,0.8,19.559144973754883,4.953861236572266,4.145145416259766
mps-uncap,0.9,19.495725631713867,4.889965057373047,4.141330718994141
mps-uncap,1.0,24.103641510009766,5.147457122802734,4.174232482910156
mps-uncap,0.5,19.585609436035156,4.915475845336914,4.149436950683594
mps-uncap,0.6,19.57082748413086,5.025386810302734,4.133939743041992
mps-uncap,0.7,19.524335861206055,4.852056503295898,4.155158996582031
mps-uncap,0.1,19.56033706665039,5.043745040893555,4.149436950683594
mps-uncap,0.2,19.489765167236328,5.115032196044922,4.140138626098633
mps-uncap,0.3,19.570350646972656,5.105495452880859,4.150867462158203
mps-uncap,0.4,19.468307495117188,5.068778991699219,4.146099090576172
