mode,load,0_efficientnet_b6-16,1_inception_v3-8,2_resnet18-32
mps-uncap,0.8,41.21541976928711,26.152610778808594,10.42032241821289
mps-uncap,0.9,42.22440719604492,26.590347290039062,10.37907600402832
mps-uncap,1.0,41.799068450927734,24.419784545898438,11.106252670288086
mps-uncap,0.5,38.84696960449219,24.97410774230957,9.838581085205078
mps-uncap,0.6,39.40391540527344,23.360729217529297,10.403633117675781
mps-uncap,0.7,38.19394111633301,24.8565673828125,10.562896728515625
mps-uncap,0.1,27.942657470703125,17.927885055541992,10.483026504516602
mps-uncap,0.2,31.463623046875,21.083354949951172,9.828567504882812
mps-uncap,0.3,32.941341400146484,22.68242835998535,9.664297103881836
mps-uncap,0.4,37.281036376953125,22.12071418762207,10.402917861938477
