mode,load,0_efficientnet_b6-16,1_inception_v3-8,2_resnet18-32
mps-uncap,0.8,268.2535648345947,132.26056098937988,90.3773307800293
mps-uncap,0.9,365.07129669189453,152.80985832214355,95.06011009216309
mps-uncap,1.0,1676.786184310913,374.3281364440918,1537.2717380523682
mps-uncap,0.5,121.7198371887207,33.77223014831543,32.05370903015137
mps-uncap,0.6,150.0718593597412,40.12346267700195,33.6000919342041
mps-uncap,0.7,238.45243453979492,74.77879524230957,42.38486289978027
mps-uncap,0.1,16.45827293395996,13.571023941040039,8.594274520874023
mps-uncap,0.2,34.57498550415039,21.738529205322266,21.337032318115234
mps-uncap,0.3,40.525197982788086,32.70983695983887,15.411615371704102
mps-uncap,0.4,64.85819816589355,25.576353073120117,30.27796745300293
