mode,load,0_efficientnet_b6-16,1_inception_v3-8,2_resnet18-32
mps-uncap,0.8,65.09232521057126,28.63478660583496,18.786907196044922
mps-uncap,0.9,171.3740348815918,55.99896907806401,35.87946891784669
mps-uncap,1.0,1429.8005580902097,173.25367927551267,1286.4301204681396
mps-uncap,0.5,25.112771987915043,10.082721710205078,5.314826965332031
mps-uncap,0.6,31.63180351257325,11.86659336090088,7.265329360961914
mps-uncap,0.7,53.17962169647217,19.421911239624038,11.255335807800298
mps-uncap,0.1,0.06842613220214844,0.06914138793945312,0.07228851318359376
mps-uncap,0.2,9.23867225646974,1.5225410461425781,0.5925655364990242
mps-uncap,0.3,10.36691665649414,5.0983905792236515,2.689456939697268
mps-uncap,0.4,17.23752021789556,7.752180099487305,4.046201705932619
