mode,load,0_efficientnet_b6-16,1_inception_v3-8,2_resnet18-32
mps-uncap,0.8,40.448858737945564,24.562525749206547,9.530901908874512
mps-uncap,0.9,41.36929512023926,25.135407447814945,9.648852348327637
mps-uncap,1.0,41.33016586303711,23.554701805114746,10.400819778442385
mps-uncap,0.5,37.47055053710936,22.74756431579589,9.256279468536377
mps-uncap,0.6,37.672767639160156,21.262903213500966,9.538352489471436
mps-uncap,0.7,37.461936473846436,24.22735214233398,9.878871440887451
mps-uncap,0.1,27.62240171432495,15.740442276000977,8.776731491088865
mps-uncap,0.2,29.729995727539052,18.799328804016106,9.15065050125122
mps-uncap,0.3,31.26430511474608,19.015541076660142,9.133908748626709
mps-uncap,0.4,35.23919105529785,19.70911026000977,9.333927631378174
