mode,load,0_densenet201-32,1_efficientnet_b6-2,2_mobilenet_v2-32,3_squeezenet1_1-2
mps-uncap,1.0,0.0007152557373046875,0.00858306884765625,0.0011920928955078125,0.00095367431640625
