mode,load,0_densenet161-4,1_mobilenet_v2-16,2_vgg11-2
mps-uncap,0.8,22.842693328857422,5.354785919189453,2.923250198364258
mps-uncap,0.9,25.472164154052734,5.580615997314454,3.0589342117309575
mps-uncap,1.0,26.555442810058594,5.8116912841796875,3.23019027709961
mps-uncap,0.5,18.341493606567383,5.765342712402344,2.5951385498046884
mps-uncap,0.6,18.814206123352054,5.495405197143555,2.7253150939941415
mps-uncap,0.7,20.769214630126953,5.340003967285156,2.8392314910888676
mps-uncap,0.1,24.069762229919434,6.138324737548828,1.867532730102539
mps-uncap,0.2,23.188233375549316,5.922985076904297,1.9500732421875002
mps-uncap,0.3,22.84383773803711,5.882740020751953,2.19569206237793
mps-uncap,0.4,18.82171630859375,5.956888198852539,2.444839477539063
