mode,load,0_densenet161-4,1_mobilenet_v2-16,2_vgg11-2
mps-uncap,0.8,96.73644304275514,28.785462379455556,15.524587631225575
mps-uncap,0.9,190.87203979492185,60.98577022552487,27.835304737091075
mps-uncap,1.0,1937.0098781585693,187.009642124176,95.05659580230746
mps-uncap,0.5,48.743696212768555,17.392721176147457,6.293535232543959
mps-uncap,0.6,50.82494258880615,18.465476036071774,7.838389873504638
mps-uncap,0.7,64.1824245452881,20.241029262542654,11.001195907592749
mps-uncap,0.1,42.231502532958984,10.98170280456542,3.2193183898925786
mps-uncap,0.2,42.507655620574944,11.62306785583496,3.774147033691406
mps-uncap,0.3,40.76916694641118,13.850498199462898,4.497778415679932
mps-uncap,0.4,42.00531005859375,17.62456893920905,5.174131393432616
