mode,load,0_densenet161-4,1_mobilenet_v2-16,2_vgg11-2
mps-uncap,0.8,9.520292282104492,3.0393600463867188,1.3222694396972656
mps-uncap,0.9,9.499073028564453,3.05938720703125,1.3225078582763672
mps-uncap,1.0,9.52601432800293,3.0875205993652344,1.3256072998046875
mps-uncap,0.5,9.604454040527344,3.049135208129883,1.3289451599121094
mps-uncap,0.6,9.379386901855469,3.062009811401367,1.3232231140136719
mps-uncap,0.7,9.425640106201172,3.0422210693359375,1.333475112915039
mps-uncap,0.1,9.743690490722656,3.047466278076172,1.3318061828613281
mps-uncap,0.2,9.557247161865234,3.0617713928222656,1.3267993927001953
mps-uncap,0.3,9.529352188110352,3.0450820922851562,1.3315677642822266
mps-uncap,0.4,9.515047073364258,3.050088882446289,1.3213157653808594
