mode,load,0_densenet161-4,1_mobilenet_v2-16,2_vgg11-2
mps-uncap,0.8,27.22620964050293,6.617069244384766,4.165410995483398
mps-uncap,0.9,27.967453002929688,6.532430648803711,4.2877197265625
mps-uncap,1.0,29.117822647094727,6.926536560058594,4.3792724609375
mps-uncap,0.5,25.81930160522461,6.909370422363281,4.059314727783203
mps-uncap,0.6,24.918317794799805,7.19141960144043,4.216909408569336
mps-uncap,0.7,26.957035064697266,6.468772888183594,4.014015197753906
mps-uncap,0.1,26.430130004882812,7.000923156738281,3.850221633911133
mps-uncap,0.2,25.714874267578125,9.078264236450195,4.001379013061523
mps-uncap,0.3,26.108741760253906,7.110118865966797,3.860950469970703
mps-uncap,0.4,24.889469146728516,7.356405258178711,4.120826721191406
