mode,load,0_densenet161-4,1_mobilenet_v2-16,2_vgg11-2
mps-uncap,0.8,16.543030738830566,4.412174224853516,1.9299983978271484
mps-uncap,0.9,19.779682159423828,4.862308502197266,2.158522605895996
mps-uncap,1.0,24.442434310913086,5.228757858276367,2.4132728576660156
mps-uncap,0.5,14.655828475952148,5.297660827636719,1.695394515991211
mps-uncap,0.6,14.304876327514648,4.559516906738281,1.7304420471191406
mps-uncap,0.7,15.08188247680664,4.339933395385742,1.8301010131835938
mps-uncap,0.1,22.945523262023926,5.693197250366211,1.623392105102539
mps-uncap,0.2,17.612099647521973,5.468606948852539,1.6167163848876953
mps-uncap,0.3,17.056941986083984,5.438566207885742,1.613616943359375
mps-uncap,0.4,16.292333602905273,5.393505096435547,1.6553401947021484
