mode,load,0_densenet161-4,1_mobilenet_v2-16,2_vgg11-2
mps-uncap,0.8,131.8340301513672,40.95935821533203,26.403427124023438
mps-uncap,0.9,223.62947463989258,89.83540534973145,54.16440963745117
mps-uncap,1.0,1990.4844760894775,247.25031852722168,127.48312950134277
mps-uncap,0.5,72.47281074523926,24.71637725830078,10.97559928894043
mps-uncap,0.6,64.47792053222656,32.59539604187012,14.855146408081055
mps-uncap,0.7,89.98346328735352,36.3621711730957,27.869701385498047
mps-uncap,0.1,43.35331916809082,12.506246566772461,4.944801330566406
mps-uncap,0.2,58.766841888427734,15.940427780151367,5.676031112670898
mps-uncap,0.3,48.23470115661621,20.20859718322754,9.14907455444336
mps-uncap,0.4,52.60920524597168,28.035402297973633,9.593725204467773
