mode,load,0_densenet161-4,1_mobilenet_v2-16,2_vgg11-2
mps-uncap,0.8,53.465318679809585,15.50254821777344,7.405591011047364
mps-uncap,0.9,102.59852409362794,28.023004531860355,13.075518608093265
mps-uncap,1.0,1759.3982696533203,87.39583492279054,47.024202346801786
mps-uncap,0.5,28.227329254150398,10.781764984130863,3.6879539489746107
mps-uncap,0.6,30.047869682312026,11.015558242797853,4.439687728881836
mps-uncap,0.7,35.02359390258789,11.65609359741211,5.656599998474123
mps-uncap,0.1,24.3361234664917,6.499290466308594,2.0432472229003906
mps-uncap,0.2,27.50070095062256,7.852506637573245,2.4679183959960938
mps-uncap,0.3,28.228569030761726,9.367704391479492,2.816939353942871
mps-uncap,0.4,27.062845230102543,10.748863220214844,3.1828403472900395
