mode,load,0_densenet161-4,1_mobilenet_v2-16,2_vgg11-2
mps-uncap,0.8,9.578704833984375,3.0531883239746094,1.3415813446044922
mps-uncap,0.9,9.660720825195312,3.077983856201172,1.3363361358642578
mps-uncap,1.0,9.995222091674805,3.1290054321289062,1.3456344604492188
mps-uncap,0.5,9.705305099487305,3.063201904296875,1.3418197631835938
mps-uncap,0.6,9.491682052612305,3.077983856201172,1.3363361358642578
mps-uncap,0.7,9.480476379394531,3.053903579711914,1.348257064819336
mps-uncap,0.1,9.763479232788086,3.0677318572998047,1.3456344604492188
mps-uncap,0.2,9.858131408691406,3.0782222747802734,1.346588134765625
mps-uncap,0.3,9.70149040222168,3.062725067138672,1.3458728790283203
mps-uncap,0.4,9.62066650390625,3.0663013458251953,1.3346672058105469
