mode,load,0_vgg16-2,1_vgg16-2,2_vgg16-2,3_vgg16-2
mig,0.1,30.40078182959557,30.90654284565738,29.18756683999202,14.792799525377509
mig,0.2,61.600111213538646,62.468031837085306,59.987434404086635,31.583420160566497
mig,0.3,92.83395046323974,93.82018316807854,93.45145278643952,44.43617188014896
mig,0.4,126.16053622616162,120.94806333054682,125.06782366811919,60.96715721448064
mig,0.5,154.42950108160602,156.45955796198447,153.1351427390214,71.67306416888958
mig,0.6,184.8961361551888,182.99686563044105,184.1964164165698,87.87001581017277
mig,0.7,220.48815620488585,214.30855296641087,214.71670370235077,102.74799409649049
mig,0.8,245.88676902682656,247.67192124521497,247.05973423982775,121.139626479294
mig,0.9,285.8905632292781,287.5692804724829,280.52428047438417,137.82184965299854
mig,1.0,313.9075911833696,305.78141422049885,307.3413702283539,152.1182369406246
