mode,load,0_efficientnet_b6-16,1_densenet201-2,2_inception_v3-16
mps-uncap,1.0,29.75940704345703,26.948928833007812,18.567442893981934
mig,1.0,42.41037368774414,20.632028579711914,16.975879669189453
