mode,load,0_efficientnet_b6-16,1_densenet201-2,2_inception_v3-16
mps-uncap,1.0,30.726404190063477,28.369617462158203,20.692853927612305
mig,1.0,43.982341289520264,21.972389221191406,18.24110507965088
