mode,load,0_resnet34-32,1_densenet201-4,2_squeezenet1_1-8
mps-uncap,1.0,21.6977596282959,41.69130325317383,15.466928482055664
mig,1.0,20.95317840576172,27.547359466552734,10.241031646728516
