mode,load,0_alexnet-2,1_alexnet-2
mig,0.1,1.505136489868164,1.5108585357666016
mig,0.2,1.5568733215332031,1.5497207641601562
mig,0.3,1.5692710876464844,1.5511512756347656
mig,0.4,1.293182373046875,1.3096332550048828
mig,0.5,1.5878677368164062,1.6357898712158203
mig,0.6,2.3620128631591797,2.302408218383789
mig,0.7,7.829189300537109,5.166292190551758
mig,0.8,1380.3389072418213,695.6264972686768
mig,0.9,5528.647899627686,4783.832788467407
mig,1.0,7774.0558385849,6764.5503282547
