mode,load,0_alexnet-2,1_alexnet-2
mig,0.1,262.18409235758986,232.41590751907222
mig,0.2,508.0845655986838,461.00773983854464
mig,0.3,767.1854629880825,683.1539095841748
mig,0.4,1024.991850195434,923.3547665500869
mig,0.5,1260.508331899079,1142.9847706581727
mig,0.6,1498.6707976489772,1381.0082447703153
mig,0.7,1763.2251690708204,1579.7176389011393
mig,0.8,1926.5189261223381,1799.6708230896043
mig,0.9,2009.0206404266548,1883.7233936777427
mig,1.0,1886.9942897210408,1768.73813832296
