mode,load,0_resnet50-2,1_squeezenet1_0-8,2_vgg13-16
mps-uncap,0.8,24.587631225585938,10.418891906738281,10.193586349487305
mps-uncap,0.9,20.868778228759766,12.383699417114258,11.341094970703125
mps-uncap,1.0,22.805213928222656,10.952234268188477,12.356996536254883
mps-uncap,0.5,20.85709571838379,9.547710418701172,10.165929794311523
mps-uncap,0.6,19.023895263671875,10.103464126586914,10.060548782348633
mps-uncap,0.7,21.8505859375,10.102510452270508,10.155439376831055
mps-uncap,0.1,14.818668365478516,9.117364883422852,9.168624877929688
mps-uncap,0.2,15.80500602722168,9.221315383911133,9.455680847167969
mps-uncap,0.3,18.401384353637695,9.497642517089844,9.769678115844727
mps-uncap,0.4,19.806623458862305,9.441375732421875,9.748697280883789
