mode,load,0_resnet50-2,1_squeezenet1_0-8,2_vgg13-16
mps-uncap,0.8,19.480924606323242,9.865856170654297,9.876742362976074
mps-uncap,0.9,19.367494583129883,10.505874156951903,10.14150857925415
mps-uncap,1.0,20.51445245742798,10.210323333740234,10.198206901550293
mps-uncap,0.5,17.341594696044922,9.224498271942139,9.460029602050781
mps-uncap,0.6,18.085374832153327,9.447798728942871,9.578404426574705
mps-uncap,0.7,19.119620323181156,9.758949279785156,9.865169525146486
mps-uncap,0.1,12.205822467803955,8.614435195922852,8.90979290008545
mps-uncap,0.2,13.905625343322754,8.73136520385742,8.975906372070312
mps-uncap,0.3,15.127177238464357,8.907532691955566,9.096508026123049
mps-uncap,0.4,16.453990936279297,8.95789623260498,9.24422025680542
