mode,load,0_densenet161-32,1_efficientnet_b5-8,2_vgg11-32
mps-uncap,0.8,365.2372360229492,215.07000923156738,165.87042808532715
mps-uncap,0.9,1083.1432342529297,936.2893104553223,244.82345581054688
mps-uncap,1.0,4420.907974243164,3369.084358215332,2257.755756378174
mps-uncap,0.5,95.33095359802246,59.65399742126465,51.9564151763916
mps-uncap,0.6,93.10007095336914,71.8076229095459,50.51922798156738
mps-uncap,0.7,194.28682327270508,264.5857334136963,123.5647201538086
mps-uncap,0.1,9.328126907348633,7.1697235107421875,18.570423126220703
mps-uncap,0.2,38.6505126953125,36.96894645690918,16.865968704223633
mps-uncap,0.3,60.54258346557617,35.99238395690918,42.15192794799805
mps-uncap,0.4,53.96223068237305,49.60274696350098,40.90452194213867
