mode,load,0_efficientnet_b5-4,1_efficientnet_b6-16,2_resnet34-16
mps-uncap,0.8,118.92782211303702,186.8065667152404,45.66147804260251
mps-uncap,0.9,237.0866584777832,338.5232686996461,66.71993255615244
mps-uncap,1.0,523.5213756561279,1233.6073327064514,214.5240592956542
mps-uncap,0.5,29.12235021591184,52.51019477844244,16.947569847106934
mps-uncap,0.6,38.52100372314456,69.26498651504512,19.703969955444318
mps-uncap,0.7,55.43457984924314,84.37294244766227,31.860351562500124
mps-uncap,0.1,17.49316692352295,17.973654270172116,4.308135509490962
mps-uncap,0.2,22.466635704040556,42.12772846221915,7.1355152130127335
mps-uncap,0.3,23.380041122436566,30.7919979095459,8.478765487670895
mps-uncap,0.4,29.81567382812499,42.875986099243164,11.75420761108398
