mode,load,0_efficientnet_b5-4,1_efficientnet_b6-16,2_resnet34-16
mps-uncap,0.8,69.28901672363281,118.4863805770874,27.04353332519531
mps-uncap,0.9,124.75721836090086,219.68197822570804,38.555383682250984
mps-uncap,1.0,421.66256904602056,912.403392791748,112.85099983215335
mps-uncap,0.5,30.078172683715813,47.22106456756592,12.601900100708008
mps-uncap,0.6,32.32293128967285,55.09068965911865,15.23098945617676
mps-uncap,0.7,40.19880294799804,68.97711753845216,19.982099533081055
mps-uncap,0.1,23.81763458251953,27.182722091674805,7.167267799377441
mps-uncap,0.2,26.735901832580566,34.772443771362305,8.218693733215334
mps-uncap,0.3,26.892662048339844,37.229061126708984,9.47709083557129
mps-uncap,0.4,28.36894989013672,41.694068908691406,10.951805114746094
