mode,load,0_efficientnet_b5-4,1_efficientnet_b6-16,2_resnet34-16
mps-uncap,0.8,27.42314338684082,32.855987548828125,13.09657096862793
mps-uncap,0.9,27.533769607543945,32.866477966308594,13.019561767578125
mps-uncap,1.0,28.140783309936523,33.254146575927734,13.075828552246094
mps-uncap,0.5,27.294158935546875,30.02762794494629,13.392448425292969
mps-uncap,0.6,27.27031707763672,30.370473861694336,13.321876525878906
mps-uncap,0.7,27.017593383789062,30.744075775146484,13.505697250366211
mps-uncap,0.1,26.16405487060547,27.935028076171875,13.216733932495117
mps-uncap,0.2,34.241437911987305,29.619693756103516,12.460947036743164
mps-uncap,0.3,27.500152587890625,29.897451400756836,13.067007064819336
mps-uncap,0.4,27.048587799072266,30.8072566986084,12.55345344543457
