mode,load,0_efficientnet_b5-4,1_efficientnet_b6-16,2_resnet34-16
mps-uncap,0.8,8.595466613769531,19.54174041748047,3.586292266845703
mps-uncap,0.9,8.788824081420898,19.575834274291992,3.5829544067382812
mps-uncap,1.0,8.755207061767578,19.639968872070312,3.5681724548339844
mps-uncap,0.5,8.794784545898438,19.540071487426758,3.576517105102539
mps-uncap,0.6,8.658170700073242,19.472360610961914,3.6008358001708984
mps-uncap,0.7,8.678197860717773,19.447803497314453,3.5703182220458984
mps-uncap,0.1,8.764982223510742,19.440174102783203,3.6077499389648438
mps-uncap,0.2,8.797407150268555,19.51003074645996,3.5810470581054688
mps-uncap,0.3,8.733272552490234,19.526243209838867,3.5715103149414062
mps-uncap,0.4,8.858680725097656,19.53911781311035,3.6025047302246094
