mode,load,0_efficientnet_b5-4,1_efficientnet_b6-16,2_resnet34-16
mps-uncap,0.8,0.011682510375976562,0.013113021850585938,0.009298324584960938
mps-uncap,0.9,0.012874603271484375,0.013113021850585938,0.01049041748046875
mps-uncap,1.0,0.012636184692382812,0.013828277587890625,0.009775161743164062
mps-uncap,0.5,0.013113021850585938,0.01049041748046875,0.010251998901367188
mps-uncap,0.6,0.010251998901367188,0.012874603271484375,0.010728836059570312
mps-uncap,0.7,0.009775161743164062,0.012636184692382812,0.008344650268554688
mps-uncap,0.1,0.025510787963867188,0.022649765014648438,0.011682510375976562
mps-uncap,0.2,0.012636184692382812,0.012874603271484375,0.010967254638671875
mps-uncap,0.3,0.010728836059570312,0.0133514404296875,0.01049041748046875
mps-uncap,0.4,0.011682510375976562,0.012874603271484375,0.010728836059570312
