mode,load,0_efficientnet_b5-4,1_efficientnet_b6-16,2_resnet34-16
mps-uncap,0.8,26.79666519165039,32.16477870941162,12.042350769042969
mps-uncap,0.9,26.951072216033936,32.41720676422119,12.109522819519047
mps-uncap,1.0,27.27869987487793,32.76017665863037,12.354893684387207
mps-uncap,0.5,25.754220485687245,29.180731773376465,12.038683891296387
mps-uncap,0.6,25.941801071166992,29.76909399032592,12.322397232055662
mps-uncap,0.7,26.5067195892334,30.215110778808594,12.57474422454834
mps-uncap,0.1,24.978280067443848,27.613353729248047,11.350855827331541
mps-uncap,0.2,27.04803943634034,26.853523254394528,11.159412860870363
mps-uncap,0.3,25.254940986633304,28.197288513183594,11.301145553588853
mps-uncap,0.4,25.222039222717285,29.66134548187256,11.446571350097654
