mode,load,0_efficientnet_b5-4,1_efficientnet_b6-16,2_resnet34-16
mps-uncap,0.8,19.953489303588867,26.52275562286377,7.43556022644043
mps-uncap,0.9,22.129178047180176,28.36322784423828,7.7904462814331055
mps-uncap,1.0,25.047779083251953,31.33976459503174,8.185863494873047
mps-uncap,0.5,15.729546546936035,22.73118495941162,4.831790924072266
mps-uncap,0.6,14.48965072631836,23.669719696044922,4.959225654602051
mps-uncap,0.7,16.323089599609375,24.85346794128418,6.606817245483398
mps-uncap,0.1,21.091818809509277,23.70738983154297,5.015254020690918
mps-uncap,0.2,20.489215850830078,21.70872688293457,4.900574684143066
mps-uncap,0.3,16.77227020263672,21.839141845703125,4.943370819091797
mps-uncap,0.4,15.936136245727539,22.078752517700195,5.0258636474609375
