mode,load,0_mobilenet_v3_large-8,1_resnet34-8,2_squeezenet1_0-4
mps-uncap,0.8,2.8066635131835938,2.5322437286376953,1.161813735961914
mps-uncap,0.9,2.7844905853271484,2.5069713592529297,1.1637210845947266
mps-uncap,1.0,2.753019332885742,2.5413036346435547,1.1560916900634766
mps-uncap,0.5,2.7985572814941406,2.534151077270508,1.1510848999023438
mps-uncap,0.6,2.888917922973633,2.5043487548828125,1.1625289916992188
mps-uncap,0.7,2.770662307739258,2.5010108947753906,1.1513233184814453
mps-uncap,0.1,2.7871131896972656,2.5098323822021484,1.1506080627441406
mps-uncap,0.2,2.735614776611328,2.5415420532226562,1.1546611785888672
mps-uncap,0.3,2.751588821411133,2.5298595428466797,1.1527538299560547
mps-uncap,0.4,2.694845199584961,2.5300979614257812,1.1525154113769531
