mode,load,0_mobilenet_v3_large-8,1_resnet34-8,2_squeezenet1_0-4
mps-uncap,0.8,12.641334533691408,14.21008110046387,6.573867797851558
mps-uncap,0.9,24.04048442840576,24.78210926055908,11.393928527832033
mps-uncap,1.0,62.70742416381836,164.58210945129395,34.34343338012697
mps-uncap,0.5,10.350036621093752,9.746861457824707,4.635500907897952
mps-uncap,0.6,9.01451110839844,10.067677497863768,5.015754699707032
mps-uncap,0.7,10.906457901000977,10.212993621826172,4.958534240722656
mps-uncap,0.1,10.7574462890625,5.7933807373046875,2.954244613647461
mps-uncap,0.2,12.795615196228031,7.702350616455078,3.516864776611328
mps-uncap,0.3,12.391090393066406,8.720159530639648,4.0421247482299805
mps-uncap,0.4,10.97021102905274,10.045623779296875,4.866075515747071
