mode,load,0_mobilenet_v3_large-8,1_resnet34-8,2_squeezenet1_0-4
mps-uncap,0.8,20.09119033813476,22.07247257232663,9.815783500671388
mps-uncap,0.9,52.82033920288096,44.394147396087654,21.562991142272942
mps-uncap,1.0,102.56237745285023,354.09714698791504,60.42718410491939
mps-uncap,0.5,14.785735607147236,12.6340627670288,6.632888317108154
mps-uncap,0.6,12.559132575988798,13.073077201843263,6.954355239868162
mps-uncap,0.7,15.975999832153317,14.099550247192367,6.7666459083557005
mps-uncap,0.1,9.241838455200188,5.120954513549804,2.518892288208008
mps-uncap,0.2,13.77082824707031,7.4220466613769585,3.3578777313232426
mps-uncap,0.3,14.975261688232377,8.668518066406252,4.041128158569334
mps-uncap,0.4,14.349436759948729,11.394605636596676,5.7474040985107475
