mode,load,0_mobilenet_v3_large-8,1_resnet34-8,2_squeezenet1_0-4
mps-uncap,0.8,3.5385608673095708,4.668951034545898,2.2525787353515625
mps-uncap,0.9,3.6416053771972656,4.753351211547852,2.3310184478759766
mps-uncap,1.0,3.704071044921875,4.873037338256836,2.392029762268067
mps-uncap,0.5,4.934144020080567,4.8059940338134775,2.4580955505371094
mps-uncap,0.6,4.073762893676759,4.731893539428711,2.4276256561279297
mps-uncap,0.7,3.796815872192383,4.37474250793457,2.222776412963867
mps-uncap,0.1,7.686138153076172,5.36494255065918,2.756834030151367
mps-uncap,0.2,7.417607307434082,5.299139022827148,2.6597976684570312
mps-uncap,0.3,6.821632385253906,5.362033843994141,2.573251724243164
mps-uncap,0.4,5.983829498291016,5.470943450927734,2.6264190673828125
