mode,load,0_mobilenet_v3_large-8,1_resnet34-8,2_squeezenet1_0-4
mps-uncap,0.8,68.49217414855957,35.643577575683594,23.10037612915039
mps-uncap,0.9,77.38900184631348,71.93970680236816,36.669254302978516
mps-uncap,1.0,136.99793815612793,394.34146881103516,77.08477973937988
mps-uncap,0.5,32.18698501586914,22.54962921142578,12.430191040039062
mps-uncap,0.6,27.059555053710938,21.20041847229004,12.778282165527344
mps-uncap,0.7,33.866167068481445,26.706218719482422,342.00525283813477
mps-uncap,0.1,15.868663787841797,7.76982307434082,5.379915237426758
mps-uncap,0.2,19.40155029296875,15.790224075317383,5.718469619750977
mps-uncap,0.3,28.306245803833008,21.14582061767578,7.940769195556641
mps-uncap,0.4,26.22365951538086,18.842697143554688,11.030912399291992
