mode,load,0_mobilenet_v3_large-8,1_resnet34-8,2_squeezenet1_0-4
mps-uncap,0.8,5.196332931518555,5.423069000244141,2.972841262817383
mps-uncap,0.9,5.145549774169922,6.045103073120117,3.6580562591552734
mps-uncap,1.0,4.777431488037109,5.991220474243164,3.350973129272461
mps-uncap,0.5,7.816076278686523,5.803108215332031,3.3159255981445312
mps-uncap,0.6,6.653070449829102,7.037162780761719,3.3838748931884766
mps-uncap,0.7,6.39796257019043,5.869388580322266,3.6361217498779297
mps-uncap,0.1,11.253595352172852,6.857633590698242,3.197193145751953
mps-uncap,0.2,8.731365203857422,7.34257698059082,3.731250762939453
mps-uncap,0.3,8.106231689453125,6.279706954956055,3.4301280975341797
mps-uncap,0.4,8.150577545166016,6.72602653503418,4.433870315551758
